case,leaderboard,toposcore,topoF1_0,topoF1_1,topoF1_2,surface_dice,voi_score,voi_total,voi_split,voi_merge
1044587645,0.6106033876254817,0.27788992950987856,0.5454545454545454,0.0022172949002217295,nan,0.9569033530467387,0.5494863863033134,2.7329376725025645,1.247095071089545,1.4858426014130195
105068588,0.6655937673232872,0.4792703150912106,0.9444444444444444,0.0,nan,0.9527765680386372,0.53811678280686,2.8611089138428296,1.4781661589392352,1.3829427549035946
1127903126,0.5786698000564259,0.40991044776119406,0.8,0.008,nan,0.8117453484718908,0.490245125036874,3.4659863602232637,1.8837636104951614,1.5822227497281025
114235076,0.33059949074961076,0.007706343000260656,0.015186028853454821,0.0,nan,0.31678514776333305,0.6211793889496172,2.032803072077398,1.1246355557268655,0.9081675163505326
1156808983,0.559733116682931,0.15345278290395226,0.2972972972972973,0.005249343832020997,nan,0.9085208558340104,0.5591856636281191,2.6277160106465116,1.4662655755733356,1.1614504350731762
118632705,0.638151047023009,0.38928644448987937,0.7671232876712328,0.0,nan,0.9457227378933999,0.5438918726095865,2.7953358033096567,1.445047871433028,1.350287931876629
1238390590,0.5098714025540628,0.11840796019900499,0.23333333333333334,0.0,nan,0.791633482955859,0.5636494155994592,2.580508216184156,1.3970750933843799,1.183433122799776
1255754809,0.641860714579392,0.39354249162351507,0.7755102040816326,0.0,nan,0.9451416064611832,0.5514240138026382,2.711621637609185,1.3710168523953175,1.3406047852138678
1267989019,0.7173542508087961,0.43117042434155495,0.8363636363636363,0.0136986301369863,nan,0.9955440486268864,0.6844648756769128,1.5366511637334863,0.7578237831109574,0.778827380622529
1271223370,0.8718917291829384,0.9705882352941176,0.9705882352941176,nan,nan,0.9925471589663084,0.6666392941614154,1.6668719688855056,0.8224001660094437,0.8444718028760618
1311779219,0.6897711861658048,0.5503875968992248,0.9767441860465116,0.1111111111111111,nan,0.9413052834619691,0.5577087368124235,2.643502088655845,1.3881328952340202,1.255369193421825
1332121747,0.4362878293891907,0.034783777618457926,0.06801470588235294,0.0005458515283842794,nan,0.7246072378726403,0.49211475099494073,3.440154611488711,1.7606468389501868,1.6795077725385241
1367329139,0.4493531628438583,0.031766052367271626,0.06259780907668232,0.0,nan,0.7653839261404823,0.49125420852716567,3.4520199022695426,1.7667706905817495,1.6852492116877928
1442179410,0.6522983534278902,0.4017412935323383,0.7916666666666666,0.0,nan,0.9740403977522711,0.5453195032996968,2.779291124738542,1.4437998510038845,1.3354912737346574
1459340749,0.5259887757120174,0.2664179104477612,0.525,0.0,nan,0.7643712403554708,0.5100956241522123,3.2013891294860466,1.7626730064528493,1.4387161230331973
1505524936,0.6388246641853423,0.35522388059701493,0.7,0.0,nan,0.9536886688704059,0.5670470454331308,2.5450736880580123,1.3049094417546274,1.2401642463033848
1506367235,0.5139652346600689,0.20298507462686569,0.4,0.0,nan,0.8222214585387243,0.47226343366701645,3.7248742171661195,1.9393192530889183,1.7855549640772015
1508330045,0.37491911198959493,0.020380027572978483,0.040160642570281124,0.0,nan,0.485688499168464,0.5680403685963972,2.5347942111400537,1.2580069107396556,1.2767873004003982
1526377662,0.84585245360397,0.8333333333333334,0.8333333333333334,nan,nan,0.9941057475525399,0.708329834173089,1.3725722667388398,0.6721558080900332,0.7004164586488065
1556295020,0.6772611919132193,0.5037220843672457,0.967741935483871,0.02564102564102564,nan,0.9686260761858319,0.5346441141085843,2.9013436141367097,1.5020423591522776,1.3993012549844321
1561013957,0.6429698771516599,0.34840721764312765,0.6865671641791045,0.0,nan,0.9620443308728513,0.5763777030092102,2.4499114312200727,1.2516821892338361,1.1982292419862366
1655876858,0.5686190761105689,0.135685210312076,0.26737967914438504,0.0,nan,0.939898135510022,0.5684261873955385,2.5308112244786005,1.2845050613776299,1.2463061631009706
1679790444,0.4826845806115135,0.015097418176374248,0.029451137884872823,0.00030873726458783575,nan,0.8026715014439446,0.563486656152059,2.582216390764873,1.1022782037088348,1.4799381870560384
1720613063,0.5603732316803565,0.046209519543859615,0.08982035928143713,0.001277139208173691,nan,0.9304320992119389,0.6310261174086286,1.9490682050086887,0.9747273571054657,0.9743408479032232
1722912570,0.4463674971565197,0.04044294655753491,0.07969639468690702,0.0,nan,0.7192180029705064,0.521452320427377,3.059069582049932,1.637496052048251,1.4215735300016805
1737469977,0.49726743370322846,0.057340416561261494,0.11299435028248588,0.0,nan,0.7895553282875322,0.5820598395263252,2.3934547165791438,1.2497745130063362,1.1436802035728078
1741397554,0.5157786800897443,0.15495242736576503,0.3008849557522124,0.004597701149425287,nan,0.8396032495134678,0.501233755858003,3.3169237460754397,1.7237144922140855,1.593209253861354
1791213794,0.5371018428381013,0.08007155174839511,0.1569620253164557,0.000851063829787234,nan,0.9286834497836656,0.5372604853979993,2.8709817501852695,1.4432306510356743,1.4277510991495952
1834183371,0.5128097819626904,0.14498933901918976,0.2857142857142857,0.0,nan,0.7958892138548543,0.5450050154506701,2.782818332861823,1.5087506545588887,1.274067678302934
1842921029,0.6898655350275089,0.45107794361525705,0.8888888888888888,0.0,nan,0.9718661748142414,0.6125399735941353,2.1084883877450307,1.0487160029685234,1.0597723847765073
1845578058,0.6808541230621635,0.44550809172528166,0.8444444444444444,0.034482758620689655,nan,0.9720525748522587,0.5913808409893958,2.3031924082794286,1.171621026180243,1.1315713820991855
185176123,0.6118365705854847,0.3224996512763286,0.6355140186915887,0.0,nan,0.9394116744552893,0.5322645404092426,2.929216733914113,1.539676496711826,1.389540237202287
1878959347,0.683391723709226,0.4168443496801706,0.8214285714285714,0.0,nan,0.979705966362264,0.6155466587953784,2.0819073892085598,1.0256581352876515,1.0562492539209085
1881495000,0.3538022351285071,0.017083449340899167,0.03290676416819013,0.00078064012490242,nan,0.4508328410000316,0.5453877313606467,2.7785264347939247,0.9394178152970302,1.8391086194968944
1890409640,0.5484938080171584,0.1727532550015878,0.3404255319148936,0.0,nan,0.819299808725048,0.5997511384654722,2.224527451828367,0.9486630588421356,1.275864392986231
1891372224,0.600709874840781,0.12302125734961557,0.24242424242424243,0.0,nan,0.9828175050453141,0.6280496310572471,1.9741028444764712,0.966177134684183,1.0079257097922882
1923436243,0.6623703151945216,0.453477294379168,0.8936170212765957,0.0,nan,0.9621531051478193,0.5416386859400985,2.820830724479143,1.4733068382671448,1.347523886211998
2003263496,0.5610752032126827,0.23484419721543962,0.46153846153846156,0.0012804097311139564,nan,0.8830365527793577,0.5187404302150731,3.09248802003855,1.63022020325413,1.46226781678442
