case,postprocess,leaderboard,toposcore,topoF1_0,topoF1_1,topoF1_2,surface_dice,voi_score,voi_total,voi_split,voi_merge
3958093739,threshold_05,0.4715696484074584,0.05544357121826377,0.10925644916540213,0.0,nan,0.7949622867389384,0.5048565048095738,3.2692028360097347,1.7213735494967872,1.5478292865129475
3962971462,threshold_05,0.5515940748119087,0.14142656401477338,0.267515923566879,0.011516314779270634,nan,0.911514454838152,0.5432458468974959,2.802623991274239,1.3945019352768353,1.4081220559974035
3970017952,threshold_05,0.5997610775726083,0.13238157040882545,0.2608695652173913,0.0,nan,0.9619984839118009,0.638134677373801,1.8902244069409229,0.9111246556744685,0.9790997512664543
3977024865,threshold_05,0.6343680385375146,0.3532361031108445,0.6896551724137931,0.006622516556291391,nan,0.941912318254477,0.5677939891862692,2.5373405322186455,1.2869631732554199,1.2503773589632254
3978531923,threshold_05,0.4691574877700332,0.089863184079602,0.17708333333333334,0.0,nan,0.7477764791326579,0.5156478995706353,3.1310260407839694,1.7875986220797648,1.3434274187042046
4023763904,threshold_05,0.6213202079078773,0.2707340490529807,0.5263157894736842,0.007407407407407408,nan,0.9577125620273311,0.5854302756640493,2.3604844822081636,1.1882525410362463,1.1722319411719175
4026460947,threshold_05,0.5787573579138212,0.13903087303209977,0.273972602739726,0.0,nan,0.9583758786311689,0.5760472528093779,2.4532289965392486,1.245942506540248,1.2072864899990008
4065328827,threshold_05,0.5373831239963903,0.2580318745256767,0.5084745762711864,0.0,nan,0.7885722194807528,0.5256379566297823,3.008167106828124,1.4202188196644934,1.5879482871636306
4066091069,threshold_05,0.5825414645315801,0.2594546066659185,0.5112781954887218,0.0,nan,0.9268579823704391,0.5151565391490024,3.1371917983863087,1.6230884812748423,1.5141033171114664
4158695626,threshold_05,0.5256276636774498,0.3436361499588671,0.6771653543307087,0.0,nan,0.7434363743119126,0.46381167908748655,3.853491586408678,2.170612634110936,1.682878952297742
4218389312,threshold_05,0.663088032144555,0.42939150401836973,0.8461538461538461,0.0,nan,0.9688030309617138,0.5576843431498408,2.643763521325397,1.3630856592170069,1.2806778621083903
4233602520,threshold_05,0.6789490563451227,0.4455769930833637,0.8780487804878049,0.0,nan,0.9759152928650554,0.5820160169066979,2.3938859123660423,1.2172987956444123,1.17658711672163
453687900,threshold_05,0.3773607859735252,0.054193174702508756,0.10648596321393998,0.00031575623618566466,nan,0.6032165754930507,0.428505806114871,4.445635552889309,1.7820052857229791,2.66363026716633
456049089,threshold_05,0.619351878056776,0.2828480548079276,0.5573770491803278,0.0,nan,0.9432148922662276,0.5839207123463376,2.375204252085032,1.2094511242741819,1.1657531278108502
469842901,threshold_05,0.4124526995669294,0.030337443218689166,0.059782608695652176,0.0,nan,0.6797257106139887,0.4727070511040762,3.7182503600933843,1.6892242954430587,2.0290260646503255
544161273,threshold_05,0.46291889571733114,0.01854115774044625,0.03626473254759746,0.00028050490883590464,nan,0.7869809347251262,0.5197520606897231,3.079980986017171,1.5759680931460502,1.5040128928711205
62269536,threshold_05,0.5525661573857199,0.11319815197294641,0.2222222222222222,0.0008703220191470844,nan,0.9295436741419643,0.5521897881261386,2.7032385211463232,1.3830386297478108,1.3201998913985122
633046981,threshold_05,0.6314725056381013,0.3463828398988663,0.6666666666666666,0.01639344262295082,nan,0.9210990519745181,0.5862085299353146,2.3529253325055124,1.115506821803274,1.2374185107022384
636928528,threshold_05,0.5278674489006893,0.023997865406940624,0.04701627486437613,0.000281928390188892,nan,0.9233590519148309,0.5642640603097608,2.574066353797993,1.0704275105709649,1.5036388432270282
648443467,threshold_05,0.3464738761135795,0.005090411372203447,0.00936768149882904,0.000683526999316473,nan,0.42887341476574325,0.5566887358111667,2.6544532319476044,1.126217391043921,1.5282358409036831
663106834,threshold_05,0.5646579955814437,0.22553897180762852,0.4411764705882353,0.003367003367003367,nan,0.8829314772809731,0.537057962830899,2.8733213744060713,1.3814555779132847,1.4918657964927868
690562299,threshold_05,0.3752884399657288,0.020169444329967503,0.03896103896103896,0.0008084074373484236,nan,0.4751007014158514,0.5798638890605445,2.4151421213699593,1.120521693495645,1.2946204278743143
714558499,threshold_05,0.4888455702444397,0.21366849960722703,0.42105263157894735,0.0,nan,0.7198857554309055,0.49367144560415627,3.4187957659180777,1.785141849456175,1.6336539164619028
